"","year","state","measurement.s.","chemical","chemical.type","value"
"1000",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","CHLOROPICRIN ","OTHER",281.09
"1001",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","DICHLOROPROPENE ","OTHER",112.439
"1002",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","FLUTRIAFOL ","OTHER",0.2
"1003",2016,"CALIFORNIA","MEASURED IN LB / ACRE / YEAR","REYNOUTRIA SACHALINE ","OTHER",0.296
"1004",2016,"CALIFORNIA","MEASURED IN NUMBER","AZOXYSTROBIN ","FUNGICIDE",1.2
"1005",2016,"CALIFORNIA","MEASURED IN NUMBER","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ","FUNGICIDE",1.1
"1006",2016,"CALIFORNIA","MEASURED IN NUMBER","BACILLUS PUMILUS ","FUNGICIDE",1.4
"1007",2016,"CALIFORNIA","MEASURED IN NUMBER","BACILLUS SUBTILIS ","FUNGICIDE",1.8
"1008",2016,"CALIFORNIA","MEASURED IN NUMBER","BLAD ","FUNGICIDE",1.3
"1009",2016,"CALIFORNIA","MEASURED IN NUMBER","BOSCALID ","FUNGICIDE",1.7
"1010",2016,"CALIFORNIA","MEASURED IN NUMBER","CYFLUFENAMID ","FUNGICIDE",1.3
"1011",2016,"CALIFORNIA","MEASURED IN NUMBER","CYPRODINIL ","FUNGICIDE",1.6
"1012",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUDIOXONIL ","FUNGICIDE",1.6
"1013",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUOPYRAM ","FUNGICIDE",1.2
"1014",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUXAPYROXAD ","FUNGICIDE",1.2
"1015",2016,"CALIFORNIA","MEASURED IN NUMBER","MEFENOXAM ","FUNGICIDE",1.1
"1016",2016,"CALIFORNIA","MEASURED IN NUMBER","MYCLOBUTANIL ","FUNGICIDE",1.6
"1017",2016,"CALIFORNIA","MEASURED IN NUMBER","PENTHIOPYRAD ","FUNGICIDE",1.3
"1018",2016,"CALIFORNIA","MEASURED IN NUMBER","POLYOXIN D ZINC SALT ","FUNGICIDE",1.3
"1019",2016,"CALIFORNIA","MEASURED IN NUMBER","PROPICONAZOLE ","FUNGICIDE",1.6
"1020",2016,"CALIFORNIA","MEASURED IN NUMBER","PYRIMETHANIL ","FUNGICIDE",1.7
"1021",2016,"CALIFORNIA","MEASURED IN NUMBER","QUINOLINE ","FUNGICIDE",1.7
"1022",2016,"CALIFORNIA","MEASURED IN NUMBER","SULFUR ","FUNGICIDE",5.4
"1023",2016,"CALIFORNIA","MEASURED IN NUMBER","TETRACONAZOLE ","FUNGICIDE",1.3
"1024",2016,"CALIFORNIA","MEASURED IN NUMBER","THIOPHANATE-METHYL ","FUNGICIDE",1.9
"1025",2016,"CALIFORNIA","MEASURED IN NUMBER","TRIFLOXYSTROBIN ","FUNGICIDE",1.5
"1026",2016,"CALIFORNIA","MEASURED IN NUMBER","TRIFLUMIZOLE ","FUNGICIDE",1.8
"1027",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUMIOXAZIN ","HERBICIDE",1.3
"1028",2016,"CALIFORNIA","MEASURED IN NUMBER","OXYFLUORFEN ","HERBICIDE",1.1
"1029",2016,"CALIFORNIA","MEASURED IN NUMBER","PENDIMETHALIN ","HERBICIDE",1.6
"1030",2016,"CALIFORNIA","MEASURED IN NUMBER","ABAMECTIN ","INSECTICIDE",1.4
"1031",2016,"CALIFORNIA","MEASURED IN NUMBER","ACEQUINOCYL ","INSECTICIDE",1.1
"1032",2016,"CALIFORNIA","MEASURED IN NUMBER","ACETAMIPRID ","INSECTICIDE",1.5
"1033",2016,"CALIFORNIA","MEASURED IN NUMBER","AZADIRACHTIN ","INSECTICIDE",1.8
"1034",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENAZATE ","INSECTICIDE",1.3
"1035",2016,"CALIFORNIA","MEASURED IN NUMBER","BIFENTHRIN ","INSECTICIDE",1.5
"1036",2016,"CALIFORNIA","MEASURED IN NUMBER","BT KURSTAK ABTS-1857 ","INSECTICIDE",2.1
"1037",2016,"CALIFORNIA","MEASURED IN NUMBER","BT KURSTAKI ABTS-351 ","INSECTICIDE",4.5
"1038",2016,"CALIFORNIA","MEASURED IN NUMBER","BT KURSTAKI SA-11 ","INSECTICIDE",1.4
"1039",2016,"CALIFORNIA","MEASURED IN NUMBER","CHLORANTRANILIPROLE ","INSECTICIDE",1.6
"1040",2016,"CALIFORNIA","MEASURED IN NUMBER","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA ","INSECTICIDE",1.1
"1041",2016,"CALIFORNIA","MEASURED IN NUMBER","CYFLUMETOFEN ","INSECTICIDE",1.4
"1042",2016,"CALIFORNIA","MEASURED IN NUMBER","FENPROPATHRIN ","INSECTICIDE",1.5
"1043",2016,"CALIFORNIA","MEASURED IN NUMBER","FLONICAMID ","INSECTICIDE",1.8
"1044",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUPYRADIFURONE ","INSECTICIDE",1.4
"1045",2016,"CALIFORNIA","MEASURED IN NUMBER","HEXYTHIAZOX ","INSECTICIDE",1.2
"1046",2016,"CALIFORNIA","MEASURED IN NUMBER","IMIDACLOPRID ","INSECTICIDE",1.2
"1047",2016,"CALIFORNIA","MEASURED IN NUMBER","MALATHION ","INSECTICIDE",1.4
"1048",2016,"CALIFORNIA","MEASURED IN NUMBER","METHOXYFENOZIDE ","INSECTICIDE",1.2
"1049",2016,"CALIFORNIA","MEASURED IN NUMBER","NALED ","INSECTICIDE",1.4
"1050",2016,"CALIFORNIA","MEASURED IN NUMBER","NEEM OIL ","INSECTICIDE",1.2
"1051",2016,"CALIFORNIA","MEASURED IN NUMBER","NEEM OIL, CLAR. HYD. ","INSECTICIDE",1.7
"1052",2016,"CALIFORNIA","MEASURED IN NUMBER","NOVALURON ","INSECTICIDE",1.8
"1053",2016,"CALIFORNIA","MEASURED IN NUMBER","PYRETHRINS ","INSECTICIDE",3.9
"1054",2016,"CALIFORNIA","MEASURED IN NUMBER","SPINETORAM ","INSECTICIDE",1.5
"1055",2016,"CALIFORNIA","MEASURED IN NUMBER","SPINOSAD ","INSECTICIDE",1.1
"1056",2016,"CALIFORNIA","MEASURED IN NUMBER","SPIROMESIFEN ","INSECTICIDE",1.3
"1057",2016,"CALIFORNIA","MEASURED IN NUMBER","THIAMETHOXAM ","INSECTICIDE",1.2
"1058",2016,"CALIFORNIA","MEASURED IN NUMBER","CHLOROPICRIN ","OTHER",1.1
"1059",2016,"CALIFORNIA","MEASURED IN NUMBER","DICHLOROPROPENE ","OTHER",1.1
"1060",2016,"CALIFORNIA","MEASURED IN NUMBER","FLUTRIAFOL ","OTHER",1.8
"1061",2016,"CALIFORNIA","MEASURED IN NUMBER","REYNOUTRIA SACHALINE ","OTHER",1.5
"1062",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","AZOXYSTROBIN ","FUNGICIDE",22
"1063",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BLAD ","FUNGICIDE",17
"1064",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BOSCALID ","FUNGICIDE",49
"1065",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CAPTAN ","FUNGICIDE",88
"1066",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CYFLUFENAMID ","FUNGICIDE",25
"1067",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CYPRODINIL ","FUNGICIDE",66
"1068",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FENHEXAMID ","FUNGICIDE",37
"1069",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUDIOXONIL ","FUNGICIDE",66
"1070",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUOPYRAM ","FUNGICIDE",17
"1071",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUXAPYROXAD ","FUNGICIDE",37
"1072",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MEFENOXAM ","FUNGICIDE",12
"1073",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MYCLOBUTANIL ","FUNGICIDE",41
"1074",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PENTHIOPYRAD ","FUNGICIDE",29
"1075",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","POLYOXIN D ZINC SALT ","FUNGICIDE",33
"1076",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","POTASSIUM BICARBON. ","FUNGICIDE",34
"1077",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PROPICONAZOLE ","FUNGICIDE",31
"1078",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRACLOSTROBIN ","FUNGICIDE",65
"1079",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRIMETHANIL ","FUNGICIDE",33
"1080",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","QUINOLINE ","FUNGICIDE",53
"1081",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SULFUR ","FUNGICIDE",82
"1082",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TETRACONAZOLE ","FUNGICIDE",30
"1083",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","THIOPHANATE-METHYL ","FUNGICIDE",11
"1084",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","FUNGICIDE",96
"1085",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TRIFLOXYSTROBIN ","FUNGICIDE",31
"1086",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TRIFLUMIZOLE ","FUNGICIDE",35
"1087",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUMIOXAZIN ","HERBICIDE",12
"1088",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","OXYFLUORFEN ","HERBICIDE",15
"1089",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PENDIMETHALIN ","HERBICIDE",18
"1090",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","HERBICIDE",22
"1091",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ABAMECTIN ","INSECTICIDE",34
"1092",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ACEQUINOCYL ","INSECTICIDE",19
"1093",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","ACETAMIPRID ","INSECTICIDE",46
"1094",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","AZADIRACHTIN ","INSECTICIDE",59
"1095",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENAZATE ","INSECTICIDE",25
"1096",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN ","INSECTICIDE",43
"1097",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BT KURSTAK ABTS-1857 ","INSECTICIDE",36
"1098",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","BT KURSTAKI SA-11 ","INSECTICIDE",37
"1099",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CHLORANTRANILIPROLE ","INSECTICIDE",37
"1100",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CYFLUMETOFEN ","INSECTICIDE",33
"1101",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FENPROPATHRIN ","INSECTICIDE",27
"1102",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLONICAMID ","INSECTICIDE",71
"1103",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUPYRADIFURONE ","INSECTICIDE",21
"1104",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","HEXYTHIAZOX ","INSECTICIDE",13
"1105",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","IMIDACLOPRID ","INSECTICIDE",13
"1106",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","MALATHION ","INSECTICIDE",20
"1107",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","METHOXYFENOZIDE ","INSECTICIDE",32
"1108",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NALED ","INSECTICIDE",21
"1109",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NEEM OIL, CLAR. HYD. ","INSECTICIDE",49
"1110",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","NOVALURON ","INSECTICIDE",62
"1111",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","PYRETHRINS ","INSECTICIDE",22
"1112",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SPINETORAM ","INSECTICIDE",55
"1113",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SPINOSAD ","INSECTICIDE",17
"1114",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","SPIROMESIFEN ","INSECTICIDE",23
"1115",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","THIAMETHOXAM ","INSECTICIDE",24
"1116",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",90
"1117",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","CHLOROPICRIN ","OTHER",52
"1118",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","DICHLOROPROPENE ","OTHER",19
"1119",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","FLUTRIAFOL ","OTHER",21
"1120",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","REYNOUTRIA SACHALINE ","OTHER",26
"1121",2016,"CALIFORNIA","MEASURED IN PCT OF AREA BEARING","TOTAL","OTHER",71
"1122",2016,"FLORIDA","MEASURED IN LB","AZOXYSTROBIN ","FUNGICIDE",2600
"1123",2016,"FLORIDA","MEASURED IN LB","CAPTAN ","FUNGICIDE",161800
"1124",2016,"FLORIDA","MEASURED IN LB","CYPRODINIL ","FUNGICIDE",7000
"1125",2016,"FLORIDA","MEASURED IN LB","FLUDIOXONIL ","FUNGICIDE",4500
"1126",2016,"FLORIDA","MEASURED IN LB","ISOFETAMID ","FUNGICIDE",3700
"1127",2016,"FLORIDA","MEASURED IN LB","THIOPHANATE-METHYL ","FUNGICIDE",13800
"1128",2016,"FLORIDA","MEASURED IN LB","TOTAL","FUNGICIDE",330000
"1129",2016,"FLORIDA","MEASURED IN LB","BIFENAZATE ","INSECTICIDE",8700
"1130",2016,"FLORIDA","MEASURED IN LB","BIFENTHRIN ","INSECTICIDE",800
"1131",2016,"FLORIDA","MEASURED IN LB","CHLORANTRANILIPROLE ","INSECTICIDE",800
"1132",2016,"FLORIDA","MEASURED IN LB","NOVALURON ","INSECTICIDE",1000
"1133",2016,"FLORIDA","MEASURED IN LB","TOTAL","INSECTICIDE",20400
"1134",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","AZOXYSTROBIN ","FUNGICIDE",0.114
"1135",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CAPTAN ","FUNGICIDE",1.909
"1136",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CYFLUFENAMID ","FUNGICIDE",0.01
"1137",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CYPRODINIL ","FUNGICIDE",0.322
"1138",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","FLUDIOXONIL ","FUNGICIDE",0.224
"1139",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","ISOFETAMID ","FUNGICIDE",0.362
"1140",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","THIOPHANATE-METHYL ","FUNGICIDE",0.659
"1141",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENAZATE ","INSECTICIDE",0.46
"1142",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","BIFENTHRIN ","INSECTICIDE",0.117
"1143",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","CHLORANTRANILIPROLE ","INSECTICIDE",0.054
"1144",2016,"FLORIDA","MEASURED IN LB / ACRE / APPLICATION","NOVALURON ","INSECTICIDE",0.039
"1145",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","AZOXYSTROBIN ","FUNGICIDE",0.255
"1146",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CAPTAN ","FUNGICIDE",15.109
"1147",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CYFLUFENAMID ","FUNGICIDE",0.019
"1148",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CYPRODINIL ","FUNGICIDE",0.666
"1149",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","FLUDIOXONIL ","FUNGICIDE",0.423
"1150",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","ISOFETAMID ","FUNGICIDE",0.544
"1151",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","THIOPHANATE-METHYL ","FUNGICIDE",1.298
"1152",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENAZATE ","INSECTICIDE",0.84
"1153",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","BIFENTHRIN ","INSECTICIDE",0.162
"1154",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","CHLORANTRANILIPROLE ","INSECTICIDE",0.08
"1155",2016,"FLORIDA","MEASURED IN LB / ACRE / YEAR","NOVALURON ","INSECTICIDE",0.092
"1156",2016,"FLORIDA","MEASURED IN NUMBER","AZOXYSTROBIN ","FUNGICIDE",2.2
"1157",2016,"FLORIDA","MEASURED IN NUMBER","CAPTAN ","FUNGICIDE",7.9
"1158",2016,"FLORIDA","MEASURED IN NUMBER","CYFLUFENAMID ","FUNGICIDE",1.8
"1159",2016,"FLORIDA","MEASURED IN NUMBER","CYPRODINIL ","FUNGICIDE",2.1
"1160",2016,"FLORIDA","MEASURED IN NUMBER","FLUDIOXONIL ","FUNGICIDE",1.9
"1161",2016,"FLORIDA","MEASURED IN NUMBER","ISOFETAMID ","FUNGICIDE",1.5
"1162",2016,"FLORIDA","MEASURED IN NUMBER","BIFENAZATE ","INSECTICIDE",1.8
"1163",2016,"FLORIDA","MEASURED IN NUMBER","BIFENTHRIN ","INSECTICIDE",1.4
"1164",2016,"FLORIDA","MEASURED IN NUMBER","CHLORANTRANILIPROLE ","INSECTICIDE",1.5
"1165",2016,"FLORIDA","MEASURED IN NUMBER","NOVALURON ","INSECTICIDE",2.4
"1166",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","AZOXYSTROBIN ","FUNGICIDE",95
"1167",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CAPTAN ","FUNGICIDE",99
"1168",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CYFLUFENAMID ","FUNGICIDE",11
"1169",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CYPRODINIL ","FUNGICIDE",97
"1170",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","FLUDIOXONIL ","FUNGICIDE",97
"1171",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","ISOFETAMID ","FUNGICIDE",62
"1172",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","THIOPHANATE-METHYL ","FUNGICIDE",98
"1173",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","TOTAL","FUNGICIDE",100
"1174",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENAZATE ","INSECTICIDE",96
"1175",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","BIFENTHRIN ","INSECTICIDE",44
"1176",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","CHLORANTRANILIPROLE ","INSECTICIDE",94
"1177",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","NOVALURON ","INSECTICIDE",96
"1178",2016,"FLORIDA","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",99
"1179",2016,"OREGON","MEASURED IN LB","TOTAL","FUNGICIDE",2700
"1180",2016,"OREGON","MEASURED IN LB","TOTAL","INSECTICIDE",800
"1181",2016,"OREGON","MEASURED IN PCT OF AREA BEARING","TOTAL","FUNGICIDE",86
"1182",2016,"OREGON","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",42
"1183",2016,"WASHINGTON","MEASURED IN LB","BOSCALID ","FUNGICIDE",100
"1184",2016,"WASHINGTON","MEASURED IN LB","PYRACLOSTROBIN ","FUNGICIDE",200
"1185",2016,"WASHINGTON","MEASURED IN LB","TOTAL","FUNGICIDE",1000
"1186",2016,"WASHINGTON","MEASURED IN LB","TOTAL","HERBICIDE",1100
"1187",2016,"WASHINGTON","MEASURED IN LB","TOTAL","INSECTICIDE",200
"1188",2016,"WASHINGTON","MEASURED IN LB / ACRE / APPLICATION","BOSCALID ","FUNGICIDE",0.276
"1189",2016,"WASHINGTON","MEASURED IN LB / ACRE / APPLICATION","PYRACLOSTROBIN ","FUNGICIDE",0.155
"1190",2016,"WASHINGTON","MEASURED IN LB / ACRE / APPLICATION","SULFENTRAZONE ","HERBICIDE",0.228
"1191",2016,"WASHINGTON","MEASURED IN LB / ACRE / YEAR","BOSCALID ","FUNGICIDE",0.317
"1192",2016,"WASHINGTON","MEASURED IN LB / ACRE / YEAR","PYRACLOSTROBIN ","FUNGICIDE",0.27
"1193",2016,"WASHINGTON","MEASURED IN LB / ACRE / YEAR","SULFENTRAZONE ","HERBICIDE",0.305
"1194",2016,"WASHINGTON","MEASURED IN NUMBER","BOSCALID ","FUNGICIDE",1.1
"1195",2016,"WASHINGTON","MEASURED IN NUMBER","PYRACLOSTROBIN ","FUNGICIDE",1.7
"1196",2016,"WASHINGTON","MEASURED IN NUMBER","SULFENTRAZONE ","HERBICIDE",1.3
"1197",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","BOSCALID ","FUNGICIDE",53
"1198",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","PYRACLOSTROBIN ","FUNGICIDE",67
"1199",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","TOTAL","FUNGICIDE",79
"1200",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","SULFENTRAZONE ","HERBICIDE",14
"1201",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","TOTAL","HERBICIDE",60
"1202",2016,"WASHINGTON","MEASURED IN PCT OF AREA BEARING","TOTAL","INSECTICIDE",76
